id xcentroid ycentroid fwhm sharpness roundness pa npix sky peak flux mag
1187 533.24 539.20 1.80 0.60 0.11 138.19 11 1592.17 10868.83 52337.17 -11.80
1188 826.24 538.90 1.85 0.62 0.04 55.47 12 263.75 1743.25 9160.00 -9.90
1189 909.83 538.75 1.81 0.60 0.16 98.62 11 5.42 548.58 2980.42 -8.69
1190 188.13 539.66 1.75 0.58 0.02 69.81 12 562.17 5794.83 28747.00 -11.15
1191 59.05 540.69 1.74 0.58 0.05 79.79 13 1051.08 12644.92 59441.92 -11.94
1192 703.52 541.06 1.79 0.60 0.13 1.01 11 36.58 459.42 2308.58 -8.41
1193 896.83 540.91 1.89 0.63 0.06 15.85 13 449.67 2539.33 14349.33 -10.39
1194 160.95 542.12 1.80 0.60 0.02 131.33 13 4852.00 59690.00 260873.00 -13.54
1195 415.26 542.02 1.86 0.62 0.13 177.16 13 1332.75 8148.25 42354.25 -11.57
1196 619.11 542.24 1.94 0.65 0.10 120.35 13 44.33 630.67 3610.67 -8.89
1197 749.73 541.84 1.91 0.64 0.05 9.30 13 599.58 3879.42 23816.42 -10.94
1198 308.14 542.54 1.78 0.59 0.17 39.45 11 407.83 775.17 4438.83 -9.12
1199 719.74 543.08 1.88 0.63 0.06 68.49 12 235.33 953.67 5079.00 -9.26
1200 840.63 542.88 1.86 0.62 0.02 86.91 12 -12.83 431.83 2207.00 -8.36
1201 39.24 543.67 1.60 0.53 0.15 148.49 11 12.33 493.67 1659.33 -8.05
1202 79.02 543.71 1.76 0.59 0.05 81.67 11 114.42 2166.58 10180.42 -10.02
1203 876.16 544.25 1.78 0.59 0.15 125.18 10 58.83 759.17 3913.67 -8.98
1204 966.40 544.16 1.85 0.62 0.03 143.36 11 14.42 481.58 2343.42 -8.42
1205 428.47 544.73 1.70 0.57 0.09 32.59 11 1892.83 10833.17 57203.83 -11.89
1206 438.05 545.36 1.81 0.60 0.09 134.57 12 1783.42 14032.58 70550.00 -12.12
1207 349.88 546.45 1.76 0.59 0.18 133.04 12 439.25 2859.75 14597.00 -10.41
1208 393.74 546.14 1.51 0.50 0.12 122.98 8 71.00 251.00 1081.00 -7.58
1209 733.40 546.16 1.74 0.58 0.18 145.81 11 517.08 3075.92 14779.08 -10.42
1210 242.08 547.94 1.88 0.63 0.10 11.37 12 91.75 793.25 3974.00 -9.00
1211 91.23 549.22 1.82 0.61 0.07 105.89 12 53.25 880.75 3882.00 -8.97
1212 449.92 549.22 1.85 0.62 0.03 130.75 13 393.42 3260.58 15942.58 -10.51
1213 689.96 549.42 1.75 0.58 0.14 116.71 12 200.83 1076.17 5462.00 -9.34
1214 302.24 550.24 1.79 0.60 0.16 132.20 12 217.75 1647.25 8254.00 -9.79
1215 382.59 549.95 1.77 0.59 0.11 113.14 11 116.25 527.75 2605.25 -8.54
1216 662.33 550.06 1.76 0.59 0.17 155.01 10 116.00 1039.00 5017.00 -9.25
1217 912.82 549.92 1.92 0.64 0.05 7.79 13 4383.75 25273.25 149260.25 -12.93
1218 170.66 550.85 1.78 0.59 0.05 130.15 12 185.00 1906.00 10004.00 -10.00
1219 491.83 551.35 1.82 0.61 0.01 155.47 12 5655.17 36715.83 200458.00 -13.26
1220 124.96 551.79 1.69 0.56 0.06 129.81 12 193.25 1963.75 8216.00 -9.79
1221 160.31 551.82 1.72 0.57 0.02 151.43 12 451.00 4853.00 22163.00 -10.86
1222 214.69 552.12 1.78 0.59 0.03 145.19 13 2895.00 30845.00 150622.00 -12.94
1223 581.65 552.24 1.69 0.56 0.13 108.17 9 168.00 354.00 1554.00 -7.98
1224 821.29 552.48 1.80 0.60 0.13 135.13 10 6.00 355.00 2005.00 -8.26
1225 605.72 552.69 1.85 0.62 0.12 139.67 11 115.17 524.83 2921.17 -8.66
1226 275.02 554.20 1.81 0.60 0.10 146.62 12 301.92 3551.08 15832.00 -10.50
1227 782.04 553.47 1.64 0.55 0.04 141.95 9 61.50 583.50 2740.50 -8.59
1228 416.78 555.11 1.84 0.61 0.05 162.09 13 690.92 4980.08 26071.08 -11.04
1229 563.86 554.69 1.84 0.61 0.01 96.61 12 863.25 5177.75 28672.00 -11.14
1230 795.85 555.05 1.90 0.63 0.02 126.78 13 405.75 2808.25 15488.25 -10.48
1231 749.83 556.33 1.87 0.62 0.03 34.45 12 27029.00 144240.00 835898.00 -14.81
1232 695.34 557.01 1.82 0.61 0.03 121.63 12 669.00 3895.00 20062.00 -10.76
1233 734.32 557.11 1.80 0.60 0.13 155.01 11 294.08 1805.92 9414.08 -9.93
1234 712.11 558.25 1.87 0.62 0.08 140.29 12 289.67 1856.33 10018.00 -10.00
1235 978.52 557.88 1.74 0.58 0.13 177.34 9 23.33 560.67 2537.00 -8.51
1236 27.33 559.04 1.67 0.56 0.14 129.92 12 252.17 2523.83 10090.00 -10.01
1237 134.79 558.78 1.78 0.59 0.19 142.09 13 72.42 1279.58 5854.58 -9.42
1238 326.37 558.77 1.80 0.60 0.16 164.30 11 120.25 763.75 4415.25 -9.11
1239 400.15 558.91 1.94 0.65 0.12 68.78 12 80.67 581.33 3383.00 -8.82
1240 37.03 559.71 1.75 0.58 0.07 91.84 13 819.17 9839.83 46649.83 -11.67
1241 204.69 559.89 1.84 0.61 0.14 153.67 12 158.92 1536.08 7686.00 -9.71
1242 376.84 559.67 1.84 0.61 0.04 85.64 13 134.50 1048.50 5461.50 -9.34
1243 529.20 559.68 1.80 0.60 0.02 177.90 11 187.25 761.75 4478.25 -9.13
1244 616.03 559.67 1.85 0.62 0.01 83.84 12 368.08 2378.92 12884.00 -10.28
1245 146.95 561.23 1.74 0.58 0.18 144.07 12 84.17 1402.83 5911.00 -9.43
1246 580.08 561.02 1.89 0.63 0.02 179.05 13 43382.75 298171.25 1586756.25 -15.50
1247 633.25 562.09 1.81 0.60 0.09 132.42 12 326.50 2447.50 11712.00 -10.17
1248 769.07 562.33 1.83 0.61 0.08 140.47 12 1095.92 6331.08 33613.00 -11.32
1249 855.20 564.13 1.83 0.61 0.08 148.38 11 1624.67 10055.33 51527.67 -11.78
1250 124.03 565.20 1.81 0.60 0.10 120.22 11 24.33 1336.67 5678.33 -9.39
1251 189.28 564.88 1.84 0.61 0.03 112.58 12 120.33 914.67 3937.00 -8.99
1252 505.09 564.85 1.86 0.62 0.04 28.61 12 308.50 1587.50 7587.00 -9.70
1253 110.62 566.01 1.77 0.59 0.16 116.21 12 134.25 1140.75 5416.00 -9.33
1254 365.18 565.73 1.77 0.59 0.07 146.13 11 386.08 2416.92 11307.08 -10.13
1255 540.24 565.76 1.80 0.60 0.07 32.13 11 3653.42 23256.58 124018.42 -12.73
1256 642.92 565.99 1.94 0.65 0.14 166.03 13 109.50 799.50 3850.50 -8.96
1257 778.68 565.89 1.62 0.54 0.19 145.31 9 21.92 261.08 1248.75 -7.74
1258 260.96 567.28 1.81 0.60 0.05 136.06 12 440.75 3738.25 18281.00 -10.65
1259 891.26 566.63 1.73 0.58 0.06 172.12 11 13.75 349.25 1733.75 -8.10
1260 208.76 568.55 1.57 0.52 0.14 135.96 10 118.42 745.58 3044.83 -8.71
1261 290.06 567.87 2.01 0.67 0.17 146.90 12 24.50 358.50 2244.00 -8.38
1262 513.28 568.92 1.92 0.64 0.07 128.20 13 106.42 850.58 4867.58 -9.22
1263 560.92 569.32 1.77 0.59 0.08 135.87 12 444.25 1269.75 6658.00 -9.56
1264 675.98 569.30 1.85 0.62 0.03 151.03 12 6609.50 39843.50 211246.00 -13.31
1265 228.19 569.97 1.83 0.61 0.14 148.91 12 85.75 799.25 3567.00 -8.88
1266 281.15 569.96 1.85 0.62 0.07 105.87 12 167.92 1440.08 6677.00 -9.56
1267 796.94 569.87 1.95 0.65 0.10 100.49 13 17.58 639.42 3649.42 -8.91
1268 25.52 570.86 1.80 0.60 0.15 173.57 11 82.42 488.58 2855.42 -8.64
1269 167.49 570.93 1.69 0.56 0.12 140.95 11 156.83 1099.17 5079.83 -9.26
1270 412.40 570.76 1.70 0.57 0.11 138.91 11 9.08 381.92 1832.08 -8.16
1271 488.72 571.34 1.79 0.60 0.03 144.88 12 5453.50 32335.50 182914.00 -13.16
1272 602.80 570.92 1.80 0.60 0.19 2.88 11 36.17 366.83 1639.17 -8.04
1273 251.92 572.04 1.84 0.61 0.02 135.97 13 13382.08 135879.92 646169.92 -14.53
1274 478.89 571.94 1.92 0.64 0.01 11.71 13 46538.67 310822.33 1807096.33 -15.64
1275 550.19 571.78 1.87 0.62 0.07 40.43 13 58189.42 317683.58 1894530.58 -15.69
1276 874.49 572.10 1.75 0.58 0.09 154.88 11 16715.25 79375.75 417656.25 -14.05
1277 132.39 572.76 1.72 0.57 0.03 176.30 11 118.33 1263.67 6492.33 -9.53
1278 336.32 573.30 1.79 0.60 0.14 136.28 11 45374.92 305125.08 1613405.92 -15.52
1279 459.45 572.66 1.65 0.55 0.03 28.17 10 238.25 1093.75 5180.50 -9.29
1280 196.14 574.24 1.76 0.59 0.09 131.59 12 3612.75 41050.25 180561.00 -13.14
1281 424.12 574.32 1.79 0.60 0.12 135.81 12 579.08 4417.92 21651.00 -10.84
1282 375.44 574.97 1.73 0.58 0.07 133.10 12 305.50 2350.50 11116.00 -10.11
1283 525.14 574.77 1.89 0.63 0.08 160.00 12 152.83 1081.17 5819.00 -9.41
1284 13.90 577.31 1.65 0.55 0.05 105.50 11 104.83 1739.17 6526.83 -9.54
1285 87.16 576.61 1.72 0.57 0.05 55.00 12 1021.42 11699.58 54243.00 -11.84
1286 942.88 577.42 1.84 0.61 0.02 2.30 12 5883.08 26831.92 155185.00 -12.98
1287 160.37 578.91 1.71 0.57 0.14 124.17 11 129.83 1158.17 5788.83 -9.41
1288 297.04 578.65 1.78 0.59 0.07 155.54 12 166.67 993.33 4896.00 -9.22
1289 40.17 579.85 1.73 0.58 0.13 121.84 13 81.08 2196.92 8367.92 -9.81
1290 210.12 580.26 1.72 0.57 0.18 127.44 12 157.83 1630.17 6550.00 -9.54
1291 319.51 579.90 1.67 0.56 0.11 153.99 10 426.75 2760.25 13313.50 -10.31
1292 358.46 579.93 1.71 0.57 0.18 137.42 10 225.75 1577.25 7686.50 -9.71
1293 767.38 579.84 1.73 0.58 0.04 9.79 10 110.92 578.08 3316.83 -8.80
1294 391.64 580.91 1.65 0.55 0.06 88.95 10 77.83 404.17 1634.67 -8.03
1295 495.54 580.90 1.71 0.57 0.12 173.26 11 126.75 530.25 2716.75 -8.59
1296 261.43 582.20 1.78 0.59 0.15 156.35 12 245.42 1447.58 7255.00 -9.65
1297 130.16 583.06 1.66 0.55 0.15 140.06 12 78.33 1354.67 5182.00 -9.29
1298 147.76 583.26 1.70 0.57 0.03 84.56 12 165.92 1874.08 8510.00 -9.82
1299 802.21 583.04 1.81 0.60 0.14 139.08 12 62.00 405.00 2079.00 -8.29
1300 383.19 583.99 1.89 0.63 0.11 103.31 13 14.83 583.17 2545.17 -8.51
1301 715.24 583.99 1.81 0.60 0.08 172.22 12 358.83 2038.17 10165.00 -10.02
1302 110.99 584.91 1.78 0.59 0.05 138.17 13 432.75 6353.25 27105.25 -11.08
1303 241.07 585.13 1.94 0.65 0.05 150.04 12 37.33 774.67 3877.00 -8.97
1304 554.02 585.28 1.90 0.63 0.14 145.92 12 238.33 1908.67 10454.00 -10.05
1305 195.81 586.13 1.83 0.61 0.07 166.33 13 123.58 1762.42 8908.42 -9.87
1306 274.33 585.99 1.69 0.56 0.17 153.78 10 171.50 1248.50 5308.00 -9.31
1307 303.83 586.01 1.82 0.61 0.03 139.97 13 53.75 807.25 3700.25 -8.92
1308 465.38 585.70 1.72 0.57 0.12 8.36 11 214.42 944.58 5160.42 -9.28
1309 750.17 585.94 1.85 0.62 0.04 2.93 13 7559.67 51630.33 265309.33 -13.56
1310 897.89 585.83 1.92 0.64 0.06 10.45 13 698.67 4112.33 24157.33 -10.96
1311 101.88 588.16 1.90 0.63 0.07 163.06 13 9.83 662.17 2762.17 -8.60
1312 253.75 588.22 1.63 0.54 0.19 144.66 11 178.75 682.25 3145.75 -8.74
1313 487.79 587.97 1.87 0.62 0.11 137.80 13 140.58 1049.42 5893.42 -9.43
1314 633.18 587.91 1.83 0.61 0.03 165.32 12 60.25 790.75 4471.00 -9.13
1315 85.70 589.38 1.61 0.54 0.06 87.82 11 128.58 1009.42 4258.58 -9.07
1316 376.22 589.15 1.78 0.59 0.15 161.66 11 22.08 408.92 1799.08 -8.14
1317 312.76 589.73 1.83 0.61 0.07 146.32 13 242.50 2246.50 11845.50 -10.18
1318 478.10 590.05 1.84 0.61 0.10 145.02 13 2064.00 18113.00 86777.00 -12.35
1319 824.40 589.47 1.53 0.51 0.18 132.24 9 27.75 374.25 1248.25 -7.74
1320 337.78 591.07 1.76 0.59 0.11 88.08 10 60.83 306.17 1702.67 -8.08
1321 961.04 591.40 1.83 0.61 0.08 138.18 12 6018.92 28779.08 159973.00 -13.01
1322 870.36 591.83 1.81 0.60 0.11 23.23 11 382.92 2457.08 13489.92 -10.33
1323 774.42 593.22 1.85 0.62 0.12 124.72 10 57.75 364.25 2141.50 -8.33
1324 789.79 593.00 1.93 0.64 0.04 21.69 13 4509.75 25306.25 151406.25 -12.95
1325 732.21 594.48 1.76 0.59 0.15 140.00 10 99.75 743.25 3632.50 -8.90
1326 414.21 594.92 1.93 0.64 0.06 170.30 13 118.75 661.25 3541.25 -8.87
1327 544.22 594.70 1.80 0.60 0.01 136.91 12 184.92 1288.08 6500.00 -9.53
1328 564.74 594.70 1.86 0.62 0.13 145.29 12 169.00 1110.00 6373.00 -9.51
1329 709.25 594.59 1.71 0.57 0.18 175.27 12 93.17 599.83 2825.00 -8.63
1330 150.68 596.37 1.67 0.56 0.05 132.22 11 217.33 1741.67 8305.33 -9.80
1331 522.73 596.08 1.89 0.63 0.02 29.43 13 15594.92 104372.08 593392.08 -14.43
1332 646.93 595.88 1.92 0.64 0.10 147.01 13 142.17 1038.83 5569.83 -9.36
1333 445.05 597.34 1.86 0.62 0.16 132.76 12 200.83 1521.17 7695.00 -9.72
1334 1005.92 597.32 1.87 0.62 0.11 174.25 12 157.67 1187.33 6995.00 -9.61
1335 831.95 597.88 2.02 0.67 0.18 159.77 12 -26.25 578.25 2804.00 -8.62
1336 95.17 599.25 1.88 0.63 0.09 128.77 11 59.33 715.67 3942.33 -8.99
1337 223.32 598.65 1.75 0.58 0.08 44.06 11 1776.00 13026.00 69980.00 -12.11
1338 327.67 599.38 1.73 0.58 0.08 66.36 11 830.58 3822.42 20063.58 -10.76
1339 376.43 598.89 1.75 0.58 0.06 175.42 11 1162.58 7965.42 40677.58 -11.52
1340 455.08 598.66 1.84 0.61 0.05 44.00 12 12981.42 88360.58 484219.00 -14.21
1341 590.87 598.84 1.86 0.62 0.08 113.88 12 553.75 2694.25 14657.00 -10.42
1342 679.73 600.21 1.91 0.64 0.05 151.83 13 76.00 653.00 3944.00 -8.99
1343 719.37 600.17 1.78 0.59 0.15 141.02 11 479.92 2838.08 14531.92 -10.41
1344 24.53 600.94 1.74 0.58 0.13 164.16 10 -1.25 625.25 2784.50 -8.61
1345 853.91 600.90 1.94 0.65 0.08 82.33 13 10208.42 42758.58 249679.58 -13.49
1346 275.21 602.16 1.81 0.60 0.07 135.82 13 149.58 1839.42 7919.42 -9.75
1347 655.81 602.26 1.85 0.62 0.09 164.30 12 327.17 1817.83 10016.00 -10.00
1348 613.20 602.77 1.79 0.60 0.04 166.81 11 133.75 942.25 4850.75 -9.21
1349 922.26 603.16 1.84 0.61 0.06 149.51 11 28755.08 150978.92 788270.08 -14.74
1350 126.89 604.07 1.78 0.59 0.08 142.08 13 196.50 3439.50 14504.50 -10.40
1351 163.26 603.80 1.79 0.60 0.08 94.90 12 259.33 2071.67 8968.00 -9.88
1352 699.19 604.18 1.89 0.63 0.16 155.76 12 92.33 473.67 2309.00 -8.41
1353 816.25 604.10 1.81 0.60 0.06 161.58 11 782.92 4585.08 23392.92 -10.92
1354 233.02 604.67 1.81 0.60 0.03 95.93 12 409.25 2536.75 13522.00 -10.33
1355 353.93 605.35 1.89 0.63 0.18 157.83 12 2844.58 13558.42 75250.00 -12.19
1356 510.23 604.84 1.85 0.62 0.11 169.37 12 243.92 1538.08 8043.00 -9.76
1357 242.74 605.79 1.73 0.58 0.14 151.81 11 256.67 1481.33 6949.67 -9.60
1358 204.24 607.70 1.66 0.55 0.06 71.49 11 189.83 1245.17 6081.83 -9.46
1359 195.12 610.02 1.79 0.60 0.15 147.26 11 9.50 377.50 1310.50 -7.79
1360 344.37 611.15 1.77 0.59 0.11 140.90 11 2554.00 19946.00 97382.00 -12.47
1361 625.17 611.23 1.83 0.61 0.07 137.79 12 12134.83 78599.17 400796.00 -14.01
1362 265.17 612.08 1.88 0.63 0.12 163.83 12 230.50 1288.50 5807.00 -9.41
1363 394.09 612.34 1.81 0.60 0.10 133.02 12 1108.00 9094.00 43927.00 -11.61
1364 490.38 612.00 1.78 0.59 0.17 152.03 11 312.50 1859.50 9305.50 -9.92
1365 685.50 611.86 1.70 0.57 0.09 17.55 10 75.92 504.08 2154.83 -8.33
1366 39.23 612.64 1.72 0.57 0.05 67.17 11 505.17 5919.83 28543.17 -11.14
1367 78.42 612.86 1.64 0.55 0.08 141.17 10 353.92 3434.08 15162.83 -10.45
1368 334.11 612.98 1.87 0.62 0.18 163.51 12 180.67 1595.33 8055.00 -9.77
1369 651.22 612.51 1.67 0.56 0.16 12.74 10 104.50 584.50 2993.00 -8.69
1370 832.27 613.20 1.83 0.61 0.08 146.31 11 8411.25 44911.75 233429.25 -13.42
1371 112.13 614.15 1.95 0.65 0.14 135.54 13 -11.50 563.50 2906.50 -8.66
1372 219.94 614.11 1.86 0.62 0.14 124.25 11 74.17 401.83 1783.17 -8.13
1373 665.87 613.51 1.75 0.58 0.04 71.89 11 300.58 1286.42 6380.58 -9.51
1374 895.28 613.71 1.84 0.61 0.14 36.81 11 6429.08 29208.92 171893.08 -13.09
1375 152.98 614.71 1.92 0.64 0.04 57.35 12 59921.00 341200.00 2226735.00 -15.87
1376 565.01 615.39 1.79 0.60 0.09 131.46 12 489.25 3028.75 15370.00 -10.47
1377 604.83 615.06 1.88 0.63 0.09 161.88 13 228.67 1800.33 9815.33 -9.98
1378 66.18 615.83 1.69 0.56 0.09 10.93 11 21.83 876.17 3659.83 -8.91
1379 120.44 615.76 1.70 0.57 0.05 152.81 12 252.00 2168.00 10768.00 -10.08
1380 143.56 616.10 1.68 0.56 0.15 133.18 10 198.58 415.42 1666.17 -8.05
1381 172.64 615.73 1.73 0.58 0.12 140.24 12 160.75 1365.25 6925.00 -9.60
1382 250.97 615.93 1.77 0.59 0.11 135.13 12 202.33 2019.67 9109.00 -9.90
1383 274.97 615.65 1.81 0.60 0.00 35.86 12 3102.67 26561.33 138909.00 -12.86
1384 356.32 615.65 1.81 0.60 0.11 164.10 11 115.42 634.58 3405.42 -8.83
1385 471.18 616.40 1.81 0.60 0.16 139.01 11 661.83 4338.17 22452.83 -10.88
1386 753.49 616.02 1.74 0.58 0.09 164.78 11 359.33 1934.67 9827.33 -9.98
1387 858.20 616.03 1.86 0.62 0.04 11.50 12 10716.42 58731.58 311886.00 -13.73
1388 379.22 617.21 1.87 0.62 0.17 149.94 12 80.42 370.58 1726.00 -8.09
1389 287.73 619.39 1.65 0.55 0.15 153.82 11 68.50 576.50 2968.50 -8.68
1390 734.80 619.04 1.94 0.65 0.03 176.36 13 172.42 702.58 4203.58 -9.06
1391 341.06 620.25 1.80 0.60 0.10 128.68 11 185.00 1550.00 7387.00 -9.67
1392 546.72 619.79 1.85 0.62 0.11 146.69 13 568.50 3415.50 18385.50 -10.66
1393 700.20 620.19 1.84 0.61 0.08 144.00 12 1570.25 9635.75 49496.00 -11.74
1394 438.36 621.06 1.69 0.56 0.10 158.22 11 122.50 629.50 2713.50 -8.58
1395 199.31 622.02 1.86 0.62 0.12 172.74 13 31.00 622.00 2949.00 -8.67
1396 370.78 621.86 1.86 0.62 0.20 122.42 11 94.50 490.50 2342.50 -8.42
1397 503.94 621.68 1.79 0.60 0.09 139.71 13 262.25 1164.75 6201.75 -9.48
1398 796.97 622.39 1.80 0.60 0.11 131.18 10 10.67 291.33 1641.33 -8.04
1399 812.31 622.11 1.85 0.62 0.11 140.01 11 208.50 1513.50 7373.50 -9.67
1400 79.22 622.95 1.74 0.58 0.10 135.06 11 158.67 1693.33 6967.67 -9.61
1401 329.39 622.91 1.76 0.59 0.04 7.45 12 9397.50 69764.50 352128.00 -13.87
1402 185.08 624.28 1.77 0.59 0.08 127.21 12 3609.17 36003.83 161788.00 -13.02
1403 616.43 623.64 1.76 0.59 0.14 33.75 11 381.17 1701.83 9498.17 -9.94
1404 258.68 625.38 1.70 0.57 0.17 21.99 10 140.75 696.25 3169.50 -8.75
1405 563.74 625.07 1.84 0.61 0.09 170.85 13 287.33 1628.67 8594.67 -9.84
1406 822.05 625.40 1.82 0.61 0.09 136.80 12 4009.25 20171.75 108437.00 -12.59
1407 900.54 625.19 1.59 0.53 0.09 130.23 9 41.25 318.75 1348.75 -7.82
1408 119.76 626.02 1.82 0.61 0.07 149.99 13 18.08 804.92 4018.92 -9.01
1409 245.86 626.37 1.78 0.59 0.02 113.96 12 1359.17 10527.83 52495.00 -11.80
1410 520.84 626.33 1.85 0.62 0.01 6.57 12 6360.42 39289.58 219306.00 -13.35
1411 664.81 625.94 1.91 0.64 0.03 14.01 13 1214.33 7555.67 43099.67 -11.59
1412 132.89 627.14 1.83 0.61 0.09 85.44 13 36.00 499.00 2337.00 -8.42
1413 30.71 628.01 1.78 0.59 0.19 170.07 12 -23.92 371.92 1674.00 -8.06
1414 70.05 627.96 1.65 0.55 0.09 60.72 8 -2.92 370.92 1118.33 -7.62
1415 228.24 627.68 1.77 0.59 0.07 47.79 11 11635.08 88360.92 466711.08 -14.17
1416 834.10 627.88 1.93 0.64 0.07 64.38 12 138.17 910.83 4922.00 -9.23
1417 318.92 628.83 1.93 0.64 0.02 99.04 13 290.83 2155.17 11621.17 -10.16
1418 392.11 629.21 1.83 0.61 0.13 139.06 12 629.17 5498.83 26080.00 -11.04
1419 496.02 628.81 1.87 0.62 0.03 40.22 13 26899.75 196531.25 1055523.25 -15.06
1420 594.32 629.05 1.81 0.60 0.06 120.35 11 246.42 1173.58 5679.42 -9.39
1421 725.00 629.34 1.89 0.63 0.09 144.67 12 289.17 1774.83 9837.00 -9.98
1422 946.34 628.72 1.81 0.60 0.15 36.11 11 15229.00 66824.00 383491.00 -13.96
1423 172.15 629.83 1.75 0.58 0.06 102.97 11 55.67 458.33 2014.67 -8.26
1424 204.17 629.84 1.77 0.59 0.07 154.13 12 112.83 1221.17 5593.00 -9.37
1425 528.20 629.94 1.84 0.61 0.02 27.10 13 4890.58 35488.42 180708.42 -13.14
1426 89.27 630.71 1.72 0.57 0.01 0.27 11 26.17 1191.83 5465.17 -9.34
1427 280.89 631.05 1.91 0.64 0.11 158.62 13 102.75 982.25 4492.25 -9.13
1428 639.14 631.18 1.85 0.62 0.15 150.92 13 373.33 2601.67 13694.67 -10.34
1429 691.96 631.17 1.94 0.65 0.08 37.80 13 167.50 452.50 2327.50 -8.42
1430 713.74 630.82 1.91 0.64 0.04 34.08 13 5980.00 28940.00 178240.00 -13.13
1431 763.01 630.72 1.88 0.63 0.10 21.13 12 25.25 428.75 2391.00 -8.45
1432 291.34 631.98 1.77 0.59 0.10 147.43 12 202.00 1647.00 7334.00 -9.66
1433 806.93 632.06 1.89 0.63 0.07 159.20 13 1575.33 10092.67 54191.67 -11.83
1434 859.76 632.00 1.94 0.65 0.06 34.95 13 30314.17 147646.83 921169.83 -14.91
1435 468.05 634.14 1.90 0.63 0.19 152.37 12 70.08 744.92 4127.00 -9.04
1436 364.32 635.81 1.80 0.60 0.15 173.21 12 128.92 1128.08 5575.00 -9.37
1437 378.99 636.36 1.77 0.59 0.17 138.93 12 435.67 3575.33 17397.00 -10.60
1438 158.07 637.42 1.72 0.57 0.13 113.48 12 355.92 3303.08 15331.00 -10.46
1439 194.52 637.14 1.53 0.51 0.18 132.22 8 86.75 511.25 1988.00 -8.25
1440 428.35 637.15 1.71 0.57 0.05 176.37 11 2.92 378.08 1369.92 -7.84
1441 601.95 636.65 1.87 0.62 0.05 41.83 12 16992.58 101011.42 584789.00 -14.42
1442 205.23 638.41 1.73 0.58 0.19 135.52 10 419.00 3470.00 17009.00 -10.58
1443 129.69 638.85 1.80 0.60 0.19 141.28 11 38.83 624.17 3127.83 -8.74
1444 392.46 638.96 1.71 0.57 0.08 163.01 11 279.83 1945.17 9395.83 -9.93
1445 747.24 639.47 1.76 0.59 0.18 145.67 10 628.25 2497.75 13283.50 -10.31
1446 16.74 640.40 1.60 0.53 0.11 77.01 10 20.67 549.33 2312.33 -8.41
1447 1009.99 640.33 1.83 0.61 0.04 134.20 12 862.92 4111.08 21943.00 -10.85
1448 103.26 641.15 1.65 0.55 0.03 65.34 9 -15.75 312.75 1455.75 -7.91
1449 338.73 641.25 1.82 0.61 0.01 133.20 12 427.92 3228.08 17286.00 -10.59
1450 633.75 641.19 1.86 0.62 0.05 168.51 12 144.25 919.75 4530.00 -9.14
1451 934.08 641.96 1.83 0.61 0.10 150.14 12 4.83 427.17 1900.00 -8.20
1452 771.16 642.86 1.79 0.60 0.17 10.88 11 147.67 588.33 2942.67 -8.67
1453 953.46 643.08 1.71 0.57 0.01 2.71 11 56.25 577.75 3085.25 -8.72
1454 302.81 644.22 1.84 0.61 0.02 114.40 12 217.92 1862.08 9522.00 -9.95
1455 216.80 645.36 1.78 0.59 0.02 55.18 12 4848.08 39729.92 201489.00 -13.26
1456 554.76 644.82 1.92 0.64 0.07 132.49 13 204.50 1240.50 7232.50 -9.65
1457 707.95 645.27 1.89 0.63 0.05 138.48 11 70.08 370.92 2166.08 -8.34
1458 885.09 644.86 1.89 0.63 0.07 27.08 13 1952.25 10802.75 60686.75 -11.96
1459 32.30 646.38 1.65 0.55 0.05 63.18 12 -0.42 495.42 2239.00 -8.38
1460 70.36 645.96 1.74 0.58 0.11 150.52 13 100.83 1371.17 6260.17 -9.49
1461 245.05 645.75 1.80 0.60 0.06 14.13 12 294.17 2612.83 12844.00 -10.27
1462 317.81 646.39 1.85 0.62 0.09 167.01 12 257.08 1214.92 6824.00 -9.59
1463 517.71 646.17 1.84 0.61 0.09 18.66 11 228.25 1198.75 6498.25 -9.53
1464 599.92 645.66 1.63 0.54 0.06 31.16 10 211.92 604.08 2523.83 -8.51
1465 45.85 647.17 1.78 0.59 0.03 67.63 13 4007.17 51259.83 224233.83 -13.38
1466 201.94 648.07 1.84 0.61 0.01 94.20 13 21979.17 229939.83 1086746.83 -15.09
1467 499.19 649.20 1.86 0.62 0.17 114.88 11 54.00 578.00 2823.00 -8.63
1468 574.35 648.96 1.74 0.58 0.13 162.67 11 252.50 1366.50 6356.50 -9.51
1469 806.36 648.76 1.80 0.60 0.13 32.44 11 1850.00 8519.00 49167.00 -11.73
1470 858.92 648.74 1.90 0.63 0.09 173.06 12 226.75 1240.25 7044.00 -9.62
1471 385.37 649.67 1.75 0.58 0.07 36.05 11 905.92 5394.08 28996.92 -11.16
1472 445.14 649.84 1.85 0.62 0.05 13.39 13 3763.00 26609.00 136471.00 -12.84
1473 752.93 649.87 1.98 0.66 0.10 109.11 13 105.67 420.33 2275.33 -8.39
1474 292.31 650.78 1.76 0.59 0.09 94.97 10 33.25 429.75 2033.50 -8.27
1475 547.31 651.64 1.77 0.59 0.09 37.15 11 169.08 1098.92 5863.08 -9.42
1476 787.14 652.18 1.85 0.62 0.07 149.61 12 11633.25 71108.75 366296.00 -13.91
1477 81.72 652.71 1.73 0.58 0.18 95.24 12 158.67 1053.33 4893.00 -9.22
